codes,day,city,name,address,startTime,isAccessible
OD,Thur,Attleboro,Keep Trying,"Advent Christian Ch., 560 Pleasant St.",Noon - 1p.m., 
OD,Thur,Attleboro,Desire to Stop,"Cameron Bldg., 68 Falmouth St.",Noon-1:00 p.m.,Handicap Yes
CD,Thur,Attleboro,Principles Before Personalities,"Murray Unitarian, Unity Rm.,505 N. Main St.",6-7 p.m., 
O,Thur,Attleboro,Under New Management,"Cameron Bldg., 68 Falmouth St.",7-8 p.m.,Handicap Yes
C12,Thur,Attleboro,Joy Of Living,"2nd Cong'l Church, 50 Park St.",7:30 p.m., 
O,Thur,Avon,Last Call,"Baptist Church, 119 N. Main, Rte. 28",7:30 - 8:45 p.m., 
O,Thur,Ayer, ,"St. Andrew's, E. Main St.",7:45-9:00 p.m., 
C12,Thur,Barnstable, ,"St. Mary's, Rt. 6A",7:30-8:30 p.m., 
CD,Thur,Bedford,First Things First,"1st Ch. Christ, 25 Great Rd.",6:00-6:45 a.m., 
CD,Thur,Bedford, ,"First Ch. Christ Cong., 25 Great Rd.",7:30-9:00 p.m., 
O12,Thur,Bellingham,Steps Are the Way,"How It Works Club, 176 Mechanic St",5:30 PM, 
OD,Thur,Belmont,Appleton,"McLean Hosp., Demarneffe Bldg., Cafe.",8 p.m., 
C12,Thur,Berlin,Center,"St. Joseph's Church, Rte. 62",7:30 p.m., 
CBB,Thur,Beverly,Second Chance,"White Whale, 9 Hale St.",5:30-6:30 p.m., 
CD12M,Thur,Beverly,I Am Respopnsible,"Masonic Temple, 20 Washington St.",7-8:15,Handicap Yes
C12,Thur,Billerica,Back to Basics 123,"Sober House, 317 Boston Rd.",Noon - 1:00 p.m., 
ODYP,Thur,Billerica,S.A.S.T.O.,"Cong. Ch., 18 Andover Rd.",7:30 - 8:30 p.m.,Handicap Yes
O12,Thur,Blackstone,12 Golden Steps,"St. Theresa, 630 Rathbun St.",12-1 p.m., 
OBB12,Thur,Bolton,Big Book Step Study,"1st.Parish Ch., 673 Main St.",7:30 p.m., 
OSD,Thur,Boston,Rise & Shine,"St. Francis Hse. Shelter, 39 Boylston St.",7-8 a.m., 
OSD,Thur,Boston,Sahara Sunrise,"Harvard Vanguard, 147 Milk St., Conf. Rm 1B",7:30-8:30 a.m., 
O12,Thur,Boston,Back Bay Steps,Arlington st. Church,7:30 a.m., 
OD,Thur,Boston,B.B. Beginners,Arlington St. Church,7:30 a.m.,Handicap Yes
OD,Thur,Boston,Ashburton-Noon,Alley next to 20 Ashburton Pl.,Noon-1 p.m., 
CD,Thur,Boston,Lunch,"Emanuel Ch., 15 Newbury St., Ramp Door, 2nd Fl.",Noon, 
OD,Thur,Boston,Copley Noontime,"Trinity Ch., Claredon St. ,Ferris Library",Noon,Handicap Yes
CD,Thur,Boston,Lunchtime,"B.U. Marsh Chapel, Marsh Room, 735 Comm. Ave.",1-2 p.m., 
O,Thur,Boston,Park Street,"Park St. Ch., 1 Park St.",5:30-6:30 p.m., 
CBB,Thur,Boston,Big Book,"Arch St. Chapel, 100 Arch St.",5:45-6:45 p.m., 
CSDG,Thur,Boston,"Bi, Trans & All",74 Kilmarnock St.,6-7 p.m., 
O,Thur,Boston,Not Forgotten,"Vets Shelter, 17 Court St., 1st Fl.",6:45-7:45 p.m., 
OSD,Thur,Boston,Twilight Zone,"Haley House, 23 Dartmouth St.",7-8 p.m.,Handicap Yes
CDW,Thur,Boston,Women Living Sober,"Mariners House, 11 North Sq., No. End",7-8 p.m., 
OBBYP,Thur,Boston,Willing to Believe,"Lady of Victories, 27 Isabella St.",7:30-8:45 p.m., 
O*,Thur,Boston,Amphitheatre,"M.G.H. Hospital, Their Conference room","8-9 p.m., Beg. 7 p.m.",Handicap Yes
OD,Thur,Boston,Back Bay,"Old South, 645 Boylston St.",8:00 - 9:00 p.m., 
CDM,Thur,Boxford,West,"2nd Cong., 175 Wash. St.",8:00 p.m., 
O12,Thur,Braintree,Noon Steps,"St. Thomas More Ch., 8 Hawthorn Rd.",Noon - 1:00 p.m.,Handicap Yes
O,Thur,Braintree,S.O.S.,"Emmanuel Church, 519 Wash. St",8 - 9 p.m., 
OD,Thur,Brewster,Grateful Living,"United Meth. Ch., 701 Airline Rd.",7:15 a.m., 
OD,Thur,Brewster,5 Alive,"Club Dry Dock,1439 Main St., Rte 6A",5 p.m., 
C12,Thur,Brewster, ,"Our Lady Par. Hall, 482 Stoney Brook Rd.",7:30 p.m.,Handicap Yes
CD,Thur,Bridgewater,Came to Believe,"United Meth., 35 School St.",Noon - 1p.m., 
O*,Thur,Bridgewater,Freedom W/Faith,"United Meth., 35 School St.","7:30-8:30 p.m., Beg. 6:30 p.m.", 
O,Thur,Brighton,Oak Sq.,"St. Elizabeth's Cafe., 736 Cambridge St.",8-9 p.m., 
OSDYP,Thur,Brighton,Sober on the Heights,"Greycliff, 2051 Comm. Ave., Rear",8-9 p.m., 
C12,Thur,Brockton,Listen & Learn,"St. Pat's, Fr. Kenney Hall, 335 Main St.",10 a.m., 
C12W,Thur,Brockton,Women's 12 Step,"Lamplighter Center, 820 Pearl St.",7:00-8:00 p.m., 
OBB4,Thur,Brockton,Lost + Found - Mainspring,54 N. Main St,7:30-8:30 p.m, 
O,Thur,Brockton,Original,"Good Samaritan Campus, 235 N. Pearl St.",7:45 p.m., 
O,Thur,Brockton,Doin It Sober,"Central United Methodist, 65 W. Elm St.",8 p.m., 
OBB,Thur,Brookline,How It Works,"Kehillath Israel ch., 384 Harvard St.",7:00 p.m., 
OSD,Thur,Brookline,Sharing & Caring,"St. Mary's, Brookline Village",7 p.m., 
CDW,Thur,Brookline,Women's Sanctuary,"St. Paul's, Great Hall, 15 St. Paul's St.",7:30 p.m., 
OD,Thur,Burlington,Noontime,"St. Margaret's Par. Hall, 111 Winn St., Upper Level",NOON, 
ODW,Thur,Cambridge,Morning Glories,11 Garden St.,7:00 a.m., 
CDM,Thur,Cambridge,Hair Of The Dog,"Christ Ch., 0 Garden St.",7:30-8:15 a.m., 
OD,Thur,Cambridge,Gratitude,"Methodist Church, 1555 Mass. Ave",NOON-1 p.m.,Handicap Yes
OSD,Thur,Cambridge,Kendall Sq.,"MIT Medical, E23, Room 364, Bldg.E23, 25 Carleton St.",12:10-1 p.m.,Handicap Yes
OBB,Thur,Cambridge,Big Book 5000,"Methodist Ch., 1555 Mass Ave",6-7 p.m., 
CSDM,Thur,Cambridge,Knuckleheads,"Leslie Univ., 1815 Mass Ave., Rm. 2-048",7-7:45 p.m., 
O,Thur,Cambridge,University City,"Cambridge Hosp., Macht Bldg.",7:30-8:30 p.m., 
CSD*,Thur,Cambridge,Joy Living,"Andover Hall, Rm 103, 45 Francis Ave.",8:30 p.m. beg. @ 7 PM, 
OBB12,Thur,Canton,Love and Tolerance,"Trinity Ch., 1 Blue Hill River Rd.",7:30 p.m., 
OD,Thur,Canton,New Group,"United Ch., 1541 Washington St.",8 p.m., 
OD,Thur,Centerville,Hour Of Power,"Our Lady, 230 Main St.",7:30 a.m., 
OD,Thur,Charlestown,DAAT,586 Rutherford Ave.,NOON-1 p.m.,Handicap Yes
O,Thur,Charlestown,Grp. Of Drunks,"Kent School, 50 Bunker Hill St., 2nd Fl. Cafe",7 p.m.,Handicap Yes
C12,Thur,Charlestown,"Closed Step, Alcohol Only","Mary Corbett Apts., 20 Deven St.",8 p.m., 
C12W,Thur,Chatham,Women's 12 Step,"Redeemer Ch., 77 Highland St.",10:00 a.m., 
CD,Thur,Chelmsford,Sunrise Reflections,"St John's,115 Middlesex St.",6:45- 7:45 a.m.,Handicap Yes
O12,Thur,Chelmsford,Chelmsford,"Central Baptist on Common, Westford & Academy Sts.",12:15-1:15 p.m., 
OBB12,Thur,Chelsea,Big Book Step Study,"Merritt Club, 101 Webster Ave.",7:00 p.m., 
OD,Thur,Clinton, ,"A.l.C., 182 High Street",NOON, 
C12,Thur,Cohasset,Searching + Fearless,"2nd Cong., 43 Highland Av., Rear",7:30 p.m., 
ODM,Thur,Cohasset,Lifeboat,"St. Anthony's, 129 So. Main St.",7:30 p.m., 
OD,Thur,Concord,Sobah Camel,"Monument Hall, 62 Monument Sq.",12-1 p.m.,Handicap Yes
OSD,Thur,Danvers,Eye Opener,"All Saints Epis.. Ch., Holten St., Front Door",7-8 a.m., 
C12W,Thur,Danvers,Bare Bones,"Notre Dame Room, 14 Otis St.",10-11:30 a.m., 
OBB,Thur,Danvers,Road To Recovery,"All SAints Episc. Ch., Holten St..",NOON-1 p.m., 
CBB,Thur,Danvers,1st 164 Pages,"1st Ch. Of Danvers, 41 Center @ Hobart",5:15-6:15 p.m., 
C12,Thur,Dartmouth,Ray Hope,"Congregational, 17 Middle St.",7:30 p.m., 
CD,Thur,Dennis,Time To Start Living,"Senior Ctr., 1045 Rte. 134",11:00 a.m., 
O,Thur,Dennis,Pass It On,"Graded School House, School St.",7:30 - 8:30 p.m., 
O,Thur,Dorchester,Fields Corner,"St. Mark's Ch.,1725 Dorch. Ave.",8-9 p.m., 
SD,Thur,Dracut,Sobriety 101,"Ste. Marguerite d'Youville, 1340 Lakeview Ave.",Noon, 
O,Thur,Dudley,Day At Time,"1st Cong. Ch., 135 Center St.",8:30 p.m., 
OD,Thur,Duxbury,Chapel,"First Parish Ch., 842 Tremont St.",6-7 PM, 
C12W,Thur,Duxbury,Miracles,"Miramar Retreat Center, 121 Parks St.",7-8 p.m., 
O12,Thur,E. Freetown,Lakeside Step,St. John Neumann Rec Pavillion,6-7 p.m., 
O,Thur,E. Freetown,Lakeside,"St. John Neumann Rec. Pavilion, Rte. 18",7:30 p.m., 
O,Thur,East Boston,Airport,"Connections, Community Rm., 14 Porter St.",6:30-7:40 p.m.,Yes
C12,Thur,Essex,Happy as a Clam,"Emmanuel Comm. Ch., 180 Western Ave.",7-8 p.m., 
OD,Thur,Everett,11th Step,"Inner Voyage, 479 Ferry St.",10:30 a.m., 
OD,Thur,Fall River,S.O.S.,"1st Baptist Ch., 228 N. Main St.",11:45-12:45 p.m., 
OD,Thur,Fall River,Turn It Over,"1st Baptist, 228 N. Main",5:30-6:45 p.m., 
O,Thur,Fall River,Khmer Speaking Cambodian,"St. Luke's Ch., 315 Warren St.",6-7 p.m., 
O,Thur,Fall River, ,"St. Peter Paul @ Holy Cross, 47 Pulaski St.",7:30 - 8:45 p.m., 
OD,Thur,Falmouth,Each Day a New Beginning,"Wesley Methodist, 270 Gifford St.",7-8 a.m., 
O12,Thur,Falmouth,Discussion,"St. Patrick, 511 Main St.",Noon- 1 p.m., 
C12W,Thur,Falmouth, ,"Cong. Ch., Rte. 28, Waquoit",5:30-6:45 p.m., 
CD,Thur,Fitchburg,Keep It Simple,"Faith United Ch., 820 Main St.",NOON-1 p.m., 
OSD,Thur,Fitchburg,Burbank,"St. Camillus Ch., 333 Mechanic St.",7:00 p.m., 
O12,Thur,Foxboro,Daily Winners,"Community Ctr., 382 South St.,",NOON-1 p.m., 
O12W,Thur,Foxboro,Sisters of Hope,"Bethany Ch., 3 Rockhill St.",6-7 pm, 
O,Thur,Foxboro,Live And Let Live,"St. Mark's, 116 South St.",7:30 p.m., 
OD,Thur,Framingham,Reflections,"Dennison Bldg., 300 Howard St.",7-8 a.m., 
OD,Thur,Framingham,Daily,"Drop In Center, Kendall St.",NOON - 1 p.m., 
OBBSS,Thur,Framingham,Firing Line of Life,"The Eagles, 55 Park St.",12:15-1:15 p.m., 
CBB12,Thur,Framingham,Discover The Truth BBSS,"Edwards Ch., 39 Edwards St.",7:30-8:45 p.m., 
ODYP,Thur,Framingham,FYP,"300 Howard St., 3rd Fl.",7:30 - 8:30 p.m.,Handicap Yes
O,Thur,Framingham,Sober and Free,"Drop In Center, 62A Kendall St.",7:30 - 8:45 p.m., 
O,Thur,Framingham,Nobscot,"Lutheran Ch.,720 Edgell Road",8-9 p.m., 
OBB,Thur,Franklin,Primary Purpose,"New England Chapel, 40 Kenwood Circle",7:30 - 8:30 p.m., 
OSD,Thur,Gardner,Mid Day,205 School St,12:30 - 1:30 pm,Handicap Yes
O,Thur,Gardner,Original,"Holy Spirit Church, 50 Lovewell St.",8-9 p.m., 
OD,Thur,Gloucester,Cape Ann Early Bird,"Baptist Ch., 38 Gloucester Ave.",7-8 a.m., 
O12,Thur,Groton,Work It,"1st Ch. Parish Hse, 1 Powder House Rd.",6-7 p.m., 
OD,Thur,Halifax,Hang In There,"Cong. Ch., 501 Plymouth St.",NOON, 
O,Thur,Hamilton, ,"1st United Meth., 391 Bay Rd., Rte. 1A",7:30-8:30 p.m.,Handicap Yes
OD,Thur,Hanover,Beginners,"1st Congregational Ch., Parish Hall, Silver St.",6-7:15 pm, 
OSD*,Thur,Hanover,Discussion,"1st Congregational Ch., Parish Hall., Silver St.",7:30 - 8:30 p.m., 
CWD,Thur,Hanson,Woman To Woman,"Congregational Church, 639 High St.",7:30-8:30 p.m., 
OSD,Thur,Haverhill,New Jericho Noontime,"Safe Haven, 127 How St",NOON-1 p.m.,Handicap Yes
O12,Thur,Haverhill,Riverside 12 & 12,"St. John's Ch., 110 Lincoln Ave.",Noon-1:00 p.m.,Handicap Yes
ODW,Thur,Haverhill,Women's,"Whittier Pavillion Rehab, 76 Summer St.",6:45-7:45 p.m.,Handicap Yes
CSD,Thur,Haverhill,Back to Stay,"Univ. Unit. Ch., 16 Ashland St., Lower Level",7-8 p.m., 
OSD,Thur,Haverhill,Outreach,"St. JamesCh., 185 Winter St.",7-8 p.m.,Handicap Yes
OSD,Thur,Haverhill,Welcome Back,"Good Sheperd United Methodist, 471 Main St.",8 p.m.,Handicap Yes
CD,Thur,Hingham,New Day,"Lutheran Ch., 916 Main St., Rte 228",7:30-8:30 a.m.,Handicap Yes
CD,Thur,Hingham,Hope,"2nd Parish Ch., 695 Main St., Rte 228",7:30 - 8:30 a.m., 
CDW,Thur,Hingham,Women Living Sober,"2nd Parish, 695 Main St., Rte 228",7:00 p.m., 
O,Thur,Holden, ,"Cong. Ch., Center of Town",8 - 9 p.m.,Handicap Yes
OGSD,Thur,Holliston,Suburban,"First Baptist Ch., 40 High St.",8 p.m., 
OD,Thur,Hopedale,2nd Chance,"Union Evangelical, 25 Dutcher St.",8:00 - 9:00 p.m., 
O,Thur,Hopkinton,Freedom,"Faith Community Ch., 146 E. Main St.",8 p.m., 
OBBW,Thur,Hudson,Big Book Workshop,"1st Federated Ch., 200 Central St.",7:30 - 8:30 pm, 
O,Thur,Hudson,Straight Shooters,"Riverside Gun Club, 52 Wilkins St.",8-9:15 p.m., 
OD,Thur,Hull,Summer Only,"Burke Bathhouse, 116 Hull Shore Dr.",8:30-9:30 a.m., 
O12,Thur,Hull,Serenity Hill,"Senior Ctr., 6 Atlantic Ct.",7:30 p.m.,H
CBB12W,Thur,Hyannis,Step Study,"Baptist Church, Main St.",7-8 p.m., 
CBB12M,Thur,Hyannis,Step Study,"St. Francis Xavier, 347 So. St.",7:30 p.m., 
OD,Thur,Hyde park,Constant Vigilance,"Readville K of C Hall., 12 Wolcott Ct.",11:00 a.m., 
O*,Thur,Hyde Park,Chosen Few,"St. Pius Ch., 101 Wolcott Rd, Milton",7:30 p.m. Beg. 6:15, 
O,Thur,Ipswich,Square Pegs,"Emmanuel Baptist Ch., 45 Central St.",6-7 p.m., 
OBB,Thur,Jamaica Plain,New Hope,"Shattuck Hosp., Turville Conf. Rm.",7:30-8:30 p.m.,Handicap Yes
O,Thur,Jamaica Plain,St. Thomas,"Curtis Hall, 20 South St.,2nd Fl.,",7 p.m.,Handicap Yes
OD,Thur,Kingston,Early Bird Gratitude,"VCF Ch., 8 Hilltop Rd.",7-8 a.m., 
CDM,Thur,Kingston,Endless Opportunities,"Beal Mtg. Hse., 224 Main St",7:00 PM,Handicap Yes
OSD,Thur,Lawrence,New Beginnings,"Riverside Ch., 290 Water St.",10:30-11:30 a.m.,Handicap Yes
OD,Thur,Lawrence,Just for Today,"599 Canal st., 5th Fl., Ste West 2",Noon - 1 pm,Handicap Yes
O,Thur,Lawrence,Back Door,"Psychological Ctr., 11 Union St., Rear",1:30-2:30 p.m., 
OD,Thur,Leominster,Eye Opener,"St. Mark's Youth Ctr, Cotton St.",8-9 a.m., 
OD,Thur,Leominster,High Noon,"Unitarian Universalist Ch., 15 West St.",NOON, 
OD,Thur,Leominster,Discussion,"St. Mark's Church, 11 Cotton St.",7:30-8:30 p.m., 
CD,Thur,Lexington,Writings Of Bill W.,"1st Baptist, 1580 Mass. Ave.",NOON-1 p.m.,Handicap Yes
OD,Thur,Lexington,Sober by Grace,"2 Militia Dr., Rm G-5",6:30-7:30 a.m.,Handicap Yes
OD,Thur,Lowell,Broadway,"Senior Citizen's Ctr., 276 Broadway",10-11 a.m., 
C,Thur,Lowell,New Spark Hope (Alcohol Only,"St. Rita's Shrine Basement, Mammouth Rd.",Noon - 1:15,Handicap Yes
O12,Thur,Lowell,New Last Gaspers,"St. Anthony's Sch., 908 Central, downstairs",Noon-1p.m., 
ODNS,Thur,Lowell,Screwy Twoey,"Shelter, 189 Middlesex St",2-3 p.m., 
O,Thur,Lowell,Helping Hand,"Immac .Conc. Ch.,144 E. Merrimac St.",7:30 p.m.,Handicap Yes
OD,Thur,Lynn,Recovery,"Lynn Art, 25 Exchange St., Rear",7-8 a.m., 
CSD,Thur,Lynn,Center,"Life Point Ch., 10 Baltimore St.",11-Noon, 
CSD,Thur,Lynn,TWT,"1st Ch. Of Nazarene, 233 Eastern Ave.",11:30 a.m.-12:30 p.m., 
CD,Thur,Lynn,Do It Sober,"Life Point Ch., 10 Baltimore St.",4-5 p.m., 
C12,Thur,Lynn,Back to Basics,"1st Lutheran ch., 280 Broadway",6-7 pm., 
CD,Thur,Lynn,Do It Sober,"Life Point Church, 10 Baltimore St.",6:30 - 7:30, 
CBB12M,Thur,Lynn,East Men's,"Lynn Armory, 39 So. Common St.",7:30 p.m., 
CD,Thur,Malden,B.Y.O.C.,"Club 24, 787 Salem St.",7-8 a.m., 
OSD,Thur,Malden,Noontime,"Club 24, 787 Salem St.",NOON-1 p.m., 
C12,Thur,Malden,11th Step,"Immaculate Conception Ch., 10 Fellsway East",NOON-1:00 PM, 
OD,Thur,Malden,Happy Hour,"Club 24, 787 Salem St.",4-5 p.m., 
CBB,Thur,Malden,Meat & Potatoes,"Club 24, 787 Salem St.",7:00 p.m., 
CD,Thur,Manchester, ,"Sacred Heart, 62 School St.",8 p.m., 
C12,Thur,Marblehead,Jumpstart,8 Anderson St.,7:00 a.m., 
OD,Thur,Marblehead,Light one Candle,"28 Mugford St., Side Entrance, 2nd Fl.",10:30 a.m., 
CD,Thur,Marblehead, ,8 Anderson St.,Noon-1p.m., 
CD,Thur,Marblehead,Quittin Time,8 Anderson St.,4:00-5:00 p.m., 
CSD,Thur,Marblehead,One Solitary Voice,"28 Mugford St., Side Entrance, 2nd Fl.",7:00 p.m., 
SD,Thur,Marblehead,Clifton,"Lutheran Church, 150 Humphrey St.",7-8 p.m., 
C,Thur,Marblehead,Promises,"Counseling Center, 66 Clifton Ave.",7-:30-8:30 p.m., 
CT,Thur,Marblehead, ,8 Anderson St.,8:30 p.m., 
ODM,Thur,Marion,Eye Openers,"St. Gabriel's Church, 124 Front St.",7:30 a.m.,Handicap Yes
ODW,Thur,Marion,Eye Openers,"St. Gabriel's, 124 Front St.",7:30-8:30 a.m., 
C12,Thur,Marion,Stepchildren,"Congregational Comm. Ctr., 144 Front St.",10 a.m., 
C12,Thur,Marion,Traditional Step,"First Cong. Ch., Community Ctr., 144 Front St",6-7 p.m., 
O,Thur,Marion,Grace Of God,"First Cong. Ch., Community Ctr., 144 Front St",7:30-8:30 p.m., 
OD,Thur,Marlboro,Early Risers,33 Main St.,6:45-7:45 a.m.,Handicap Yes
OD,Thur,Marlboro, ,33 Main St.,NOON, 
CD,Thur,Marlboro,Simply Sober,33 Main St.,5:30 - 6:30 p.m.,Handicap Yes
CDM,Thur,Marlboro,Men's Disc.,33 Main St.,7:30-8:30 p.m., 
CBB,Thur,Marshfield,Living Sober,"North Comm. Ch.Hall, 72 Old Main St.",10 a.m., 
OD,Thur,Martha's Vnyd.,Open Discussion,"1st Baptist Par. Hse., 66 William St., Vineyard Haven",6:45 a.m.,Yes
OD,Thur,Martha's Vnyd.,As Bill Sees It,"Baptist Parish Hse., 66 William St.., Vnyd. Haven",NOON,Handicap Yes
O12,Thur,Martha's Vnyd.,Open Step,"St. Andrew's Par.Hse., 51 Winter St., Edgartown",NOON,Handicap Yes
OSD,Thur,Martha's Vnyd.,Open Speaker Discussion,"Trinity Par. Hse,. 40 Trinity Circle, Campgrounds, Oak Bluffs",8:00 p.m.,Handicap Yes
OBB,Thur,Martha's Ynyd.,BB Study-Primary Purpose,"American Legion 257, 34 West William St., V.H.",7:00 p.m.,Yes
OD,Thur,Mashpee,Great Spirit,"Baptist Church, Great Neck Rd.",8-9:00 p.m., 
OSD,Thur,Maynard,Now,"Methodist Church, 2 Summer St.",NOON, 
OSD,Thur,Maynard,Now,"Methodist Church, 2 Summer St.",8 p.m., 
OSD,Thur,Medford,South,"Fire Station, Zero Medford St.",7:30 p.m., 
CD,Thur,Melrose,Mid Morn. Drop In,"First Baptist, Main & Upham Sts.",10-11 a.m., 
O,Thur,Melrose,Primary Purpose,"1st Baptist Ch, Corner of Upham & Main St., Melrose",7:30 - 8:30 p.m.,Handicap Yes
O12,Thur,Merrimac,Who Knows,"Senior Ctr., 100 E. Main Street",7:30 p.m.,Handicap Yes
CD,Thur,Methuen,Primary Purpose,"Spiritual Life Ch., 126 Merrimac St., Rte. 110",10 a.m., 
O12,Thur,Methuen,Step,"St. Lucy's, 254 Merrimac St.",6:30 p.m., 
OD,Thur,Middleboro,Keep Coming,"Advent Luth. Ch., 62 E. Grove St.",Noon,Handicap Yes
C12W,Thur,Middleboro,Women's Step,"Central Baptist Ch., 40 Union St.",6:30 PM, 
O,Thur,Middleboro,North,"Congregational Ch., 38 Plymouth St.,Titicut Green",8 p.m., 
CBB,Thur,Middleton,The Way Out,"Cong. Ch., 68 Maple St.",7:00 p.m., 
OD,Thur,Milford,Eye Opener,"Unit. Univ. Ch., 23 Pine St.",8:30 a.m., 
O,Thur,Millis,Fellowship,"Church/Christ, Rte. 115, 142 Exchange St.",7:30-8:30 p.m.,Handicap Yes
OD,Thur,Milton,Farm,"Methodist Parkway Ch., 158 BlueHills Pkwy.",NOON, 
C12W,Thur,Milton,Women of Hope,"1st Cong. Ch., 495 Canton Ave.",7-8 p.m.,Handicap Yes
CBBM,Thur,Milton,Men's,"1st Parish Unitarian, 535 Canton Ave,",7:30:p.m.,Handicap Yes
O*,Thur,Milton,Blue Hills,"St. Elizabeth, 350 Reedsdale Rd","8:00 p.m., beg. 6:45-7:45 p.m.",Handicap Yes
OD,Thur,Nantucket,Drop In Center,Vesper Ln.,7:00 a.m., 
OD,Thur,Nantucket,Noon,"1st Cong Ch.,62 Center St.",Noon, 
OD,Thur,Nantucket, ,"Summer St. Ch., Summer St.",8:00 p.m., 
OD,Thur,Natick,Beginners,"Metro West Med., 67 Union St., 2nd Fl. Café",7:30-8:45 p.m., 
CD,Thur,Needham,Pass It On,"Presbyterian Ch., 1458 Great Plains Ave",6:30 - 7:30, 
OD,Thur,New Bedford,AM Recovery,360 Coggeshall St.,8-9 a.m., 
OD,Thur,New Bedford,Seaside Serenity,"1st Cong. Ch., 2195 Acushnet Ave.",Noon - 1 p.m., 
OD,Thur,New Bedford,New Beginnings,366 Coggeshall St.,Noon - 1 pm, 
OSD,Thur,New Bedford,Daily Reflections,"Faith Ministries, 177 Cove St.",Noon, 
OD,Thur,New Bedford,Downtown West,"Bethel A.M.E. Ch., 532 County St",6:30 p.m., 
OYP,Thur,New Bedford,Young People,"Faith Ministries, 177 Cove St.",8-9:30 p.m., 
OD,Thur,Newburyport,Recovery,"Unitarian Ch., 26 Pleasant St.",NOON-1 p.m.,Handicap yes
OD,Thur,Newton,Jump Start,"Ch. of Messiah, 1900 Comm. Ave.",6:45-7:45 a.m., 
OD,Thur,Newton,Reflections,"United Ch. of Auburndale, 64 Hancock St.",7 a.m., 
OD,Thur,Newton,Norumbega,"M.D.C., 107 Charles St.",NOON, 
CBB12,Thur,Newton,Happy Hour - BBSS,"United Ch. of Auburndale, 64 Hancock St.",5-6 p.m., 
OD,Thur,Newton,Living Sober,"Asian Evangelical Ch., 218 Walnut St",6:30 –7:30 p.m., 
OBB,Thur,Newton,BB Workshop,"2nd Ch. of Newton, 2nd Fl., Chestnut St.",7-8 p.m., 
C12M,Thur,Newton,Men's Step,"Corpus Christi Ch. Parish Hse., 45 Ash St., base.",7:30 p.m., 
CSDM,Thur,Newton,Men's Thu. Night,"Trinity Episcopal Ch., 11 Homer St.",8:00 p.m., 
OD,Thur,No. Andover,Sobriety and Serenity,"No. Parish Ch., 190 Academy Rd.",6:30-7:30 p.m., 
O,Thur,No. Attleboro,Comfortable,"1st.Baptist Ch., 75 Park St.",7:30 - 8:30 p.m., 
ODYP,Thur,No. Reading,Remember When,"St. Theresa, Rte. 62",8:30 p.m.,Handicap Yes
O12,Thur,Norfolk,Daily Steps,"St. Jude's, 86 Main St.",NOON-1 p.m., 
OD,Thur,Norwood,Sunny-side Up,St. Timothy's 650 Nichols St.,7-8 am,Handicap Yes
OD,Thur,Norwood, ,"1st Baptist Ch. Hall, 71 Bond St.",NOON-1 p.m.,Handicap Yes
C12,Thur,Norwood,Freedom,1st. Congregational Ch. 100 Winter St.,7:30 p.m.,Handicap Yes
O,Thur,Orange, ,"United Methodist, Rt. 122, 104 So. Main St.",7:50 p.m., 
OD,Thur,Orleans, ,"Drop In Center, 26 Giddiah Hill Rd.",7 a.m. 5 p.m.,Handicap Yes
O,Thur,Orleans, ,"Odd Fellows Hall, 132, 1 Namskaket Rd.",NOON, 
OD,Thur,Osterville,Sobriety First,"St. Peter's Epis., Wianno Av.",9:30-10:30 a.m., 
OBB,Thur,Osterville,Anonymity,"St. Peter's, Wianno Ave.",7:30 p.m., 
O,Thur,Peabody,West,"St. Adelaide's, 708 Lowell St.",7:30-8:30 p.m., 
O,Thur,Pembroke,Keep It Simple,"Bryantville Meth., 548 Mattakeesett St.",7:30 p.m., 
CBBW,Thur,Pepperell,Women's Big Book Discussion,"Christian Fellowship, 17 Main St.",7:00 PM, 
O12,Thur,Plymouth,Fore & Aft,"Christ Ch. Par. Hall, 149 Court St.",10:30 a.m.,Handicap Yes
OSDYP,Thur,Plymouth,Obviously Young Peoples,"St. Mary's Parish Ctr., 327 Court St.",7-8:15 p.m., 
C12,Thur,Plympton,Hope,"Congregational Ch., Rte. 58",7 p.m., 
OD,Thur,Pocasset,Hit The Deck,"Firehse., 311 Barlows Landing Rd.",7:30-8:30 a.m., 
ODBB,Thur,Pocasset,Roots & Causes,"Baptist Ch., 292 Barlows Landing Rd.",5:30 - 6:30 p.m., 
O,Thur,Pocasset, ,"1st. Baptist Ch., 292 Barlow's Landing Rd.",8-9 p.m., 
OD,Thur,Provincetown,Living Sober,"United Methodist Ch., 10 Shank Painter Rd.",7:00-8:00 a.m. and NOON-1 p.m.,Handicap Yes
OBB,Thur,Provincetown, ,"Schoolhouse, 494 Comm. St., 2nd Fl.",5:30-6:30 p.m.,Handicap Yes
OD,Thur,Quincy,Fort Sq. 11th Step,"Presbyterian Ch., 16 Pleasant",7-8 a.m.,Handicap Yes
OD,Thur,Quincy,Wake Up,"Cong. Ch., Wash. & So. Artery",10:00 a.m., 
CDM,Thur,Quincy,Shake Hands with Feelings,"St. Joseph's, 550 Washington St.",7-8 p.m., 
O*,Thur,Quincy,Savin Hill,"Fort Sq., Pres. Ch., 16 Pleasant St.",7:30 p.m. Beg. 6:30 p.m., 
O*,Thur,Quincy,3_7_3,"K of C, Hancock St.","8:00 p.m., Beg.'s 7- 7:45", 
